592	37	563
593	166	594
595	59	596
598	167	599
602	20	603
606	47	100
607	64	608
611	144	487
612	158	21
618	170	619
624	172	625
626	173	627
262	23	630
631	20	81
153	44	632
636	72	637
638	96	21
646	69	647
650	41	651
654	173	655
656	167	657
658	177	659
665	130	491
666	8	667
327	108	668
671	52	21
674	131	675
676	68	677
681	40	682
683	95	684
685	179	43
686	92	687
694	135	21
134	183	695
702	11	703
713	69	714
718	18	43
721	26	722
727	17	728
729	188	730
731	23	732
733	18	43
734	189	735
736	156	737
738	130	739
742	41	743
744	190	745
747	192	748
749	175	750
753	158	21
104	194	754
756	0	370
759	33	760
767	8	768
769	196	240
772	93	272
775	95	776
777	8	742
778	6	779
780	197	781
784	70	543
785	1	786
787	199	788
789	5	790
793	16	116
796	113	797
368	1	798
802	173	803
804	6	805
806	41	807
814	201	815
820	141	821
822	96	385
826	60	827
39	41	828
829	41	371
830	158	21
835	6	836
837	205	827
844	131	845
846	78	847
17	196	848
491	206	849
851	11	852
855	208	21
6	42	856
857	74	21
859	158	21
860	51	861
862	2	863
864	8	865
200	1	866
867	209	868
871	210	872
873	38	874
877	96	21
879	211	270
880	18	43
885	3	55
888	87	889
890	214	268
598	201	891
893	216	894
895	217	896
897	218	898
899	136	900
901	219	902
903	85	904
735	220	734
917	55	918
919	1	920
925	76	926
622	95	934
939	223	940
941	18	43
942	18	43
943	1	944
945	18	43
946	17	947
951	136	60
954	55	955
956	51	957
958	96	959
960	22	961
962	5	963
964	40	965
398	113	966
967	60	968
969	225	970
971	226	972
973	171	974
975	227	976
979	1	263
980	196	981
982	113	983
984	156	985
323	18	43
988	228	528
991	149	195
992	2	993
996	52	21
997	101	998
999	229	1000
1003	230	362
1004	38	576
1005	6	1006
1007	30	1008
1009	231	1010
1012	23	343
1013	17	1014
175	233	1015
1018	133	21
1019	234	1020
1021	142	1022
245	33	1025
192	51	1026
1027	22	1028
1029	153	1030
1039	76	378
1040	173	1041
1042	168	1043
1049	4	1050
419	132	1053
1054	238	1055
1056	239	1057
1058	65	1059
1060	54	844
1075	2	83
1080	240	1081
242	153	1082
1083	241	1084
1087	242	1088
1089	135	21
1093	59	1094
1100	23	417
1103	40	1104
1105	244	1106
1113	41	599
1116	38	1117
99	87	2
1120	17	762
1124	174	1125
1126	93	55
723	85	509
1127	247	897
402	60	1133
1134	38	1135
1138	135	21
1040	95	1139
1140	125	21
1141	54	1142
1143	101	1144
1145	85	1146
667	54	1147
917	55	1148
243	74	21
1153	249	1154
1159	60	827
1160	250	1161
1164	192	1165
1166	8	1167
1170	252	1171
1173	18	43
21	254	1178
1181	16	1182
1184	18	43
915	60	1185
1186	255	1187
979	120	1188
1189	68	1190
1197	92	1198
1201	131	528
1205	95	1206
86	40	1207
1208	41	1209
1210	41	167
89	29	21
1213	80	1214
1217	120	1218
1219	23	27
1220	234	1221
1230	260	744
1231	209	1232
480	150	1233
1237	131	212
1238	224	1239
1240	136	1062
462	261	1242
1243	18	43
1246	34	1247
1248	62	206
735	262	1249
1255	263	1256
1258	33	1259
1260	265	1261
1262	22	1263
1266	113	1267
1268	95	776
191	95	1271
1272	53	1273
1276	20	1277
1278	85	1279
1280	2	1281
1282	23	27
1228	267	1286
1287	94	599
1288	6	1289
453	206	1290
1292	76	1293
1005	17	1300
1301	23	417
1302	234	1303
1304	85	1280
212	58	1306
27	141	219
1308	122	1309
1310	123	21
1311	158	21
1312	37	1313
1314	46	1315
1316	38	1317
1319	18	43
1322	92	1323
1324	68	192
1325	18	43
1235	18	43
1331	38	576
1337	1	592
1338	270	417
1339	135	21
1199	34	1343
99	271	1346
805	272	590
1353	60	827
1354	3	55
1355	29	21
896	273	480
460	274	1356
40	17	1357
1361	277	1362
1365	25	1366
1369	59	1370
1371	60	827
1372	94	1373
1374	34	1375
1378	238	670
1379	278	1380
571	60	1185
1381	228	1323
1105	168	1382
1385	136	1386
1389	40	1390
1395	22	1396
1397	95	509
1398	52	21
1400	279	412
417	141	1410
1411	281	1412
1419	123	21
1420	60	827
1421	167	599
1424	124	1425
1426	6	1427
1428	8	1429
1286	8	1434
480	150	1435
1436	106	1437
1438	283	1439
1440	133	21
1441	114	1442
1443	135	21
1445	41	1446
1455	18	43
1456	2	1457
856	95	1458
1461	284	789
1462	156	1463
1464	18	43
299	3	1469
1472	37	1473
1474	60	827
1323	249	352
1477	60	827
1478	286	233
1482	137	1483
1484	23	1485
1486	30	1487
419	132	843
1490	137	1482
1316	41	247
1491	18	43
1494	1	1495
1498	20	1499
1500	17	1501
1502	89	1503
1504	26	1505
417	141	1506
343	141	1507
1510	288	21
1511	104	1282
1080	103	1519
1520	38	1521
3	3	55
1527	3	1528
1529	195	1529
1530	3	55
1531	289	21
1532	130	1533
1534	18	43
388	143	480
1539	57	1540
510	150	1541
1542	290	687
1543	19	1544
1389	40	1545
1546	177	1547
1552	292	1553
1554	293	1555
1559	135	21
1560	69	644
877	106	417
1565	295	1150
1566	108	1567
1099	29	21
1575	18	43
1576	221	1577
1580	65	25
1581	3	55
1582	38	1583
1584	287	1585
417	141	1586
391	131	546
192	51	1589
1590	3	1591
1592	10	1593
1594	275	1595
1598	95	509
721	298	1599
1601	224	1602
1603	23	27
1267	298	1604
1607	79	1608
1609	300	1610
506	16	1611
397	301	1612
599	11	1421
1010	303	1622
1623	42	841
1624	96	21
4	65	1625
1626	275	1627
1630	42	1631
1632	85	1633
1634	41	1635
1636	113	528
1639	305	21
1640	1	1287
1643	17	1644
1645	41	315
1412	47	1646
1647	89	1648
599	33	1649
1303	306	1651
576	40	1655
1656	59	1657
1601	156	1658
1659	167	657
1660	16	1661
1662	3	55
1665	124	1666
1668	307	407
1128	25	1671
1150	53	1673
1674	37	1675
1677	60	827
1685	95	862
1691	30	387
1692	173	1656
1695	138	21
343	112	1698
1700	92	867
207	65	1702
1703	54	1553
1125	277	1704
1705	154	1706
1709	9	21
365	126	1369
1710	1	1175
1711	201	891
1712	222	1713
1714	291	1549
1715	55	1716
1719	124	1008
1602	20	1720
964	40	1721
472	85	325
1733	41	119
113	44	1734
1735	33	1736
1612	312	1738
1743	116	1744
1753	1	1754
1153	69	1755
1756	313	1757
1094	41	1758
1759	133	21
1763	18	43
1767	37	1768
1771	236	113
1566	11	1772
1775	18	43
1778	18	43
1783	29	21
1595	76	1784
1789	6	1565
1790	316	1791
1792	240	1793
1796	17	1126
1797	270	343
1803	58	1804
1805	17	1806
45	29	21
1811	57	1812
1813	318	1814
1815	41	1816
1817	139	1818
1821	34	1822
1827	41	1828
1762	140	1830
326	266	325
1831	2	985
1576	11	1833
480	150	1834
1320	6	1266
1841	94	1842
1843	17	1844
1845	123	21
1846	321	1674
1847	322	347
862	34	1848
1849	132	1198
1850	323	1851
1850	323	1852
1854	324	1855
1378	238	1856
1857	142	520
1851	133	21
1866	40	1867
1868	266	1869
1084	255	1874
1877	162	1878
1286	41	1879
1884	240	144
1885	18	43
1886	325	1887
1888	17	45
1889	8	1890
1891	326	1892
1895	85	448
1896	38	1897
871	139	872
1901	168	1902
422	120	1903
1866	40	1907
1367	24	55
1908	37	1816
1909	210	1910
1911	18	43
1915	68	1916
1917	211	528
1918	6	15
1923	1	1924
1361	277	1925
40	167	1566
1927	129	1928
1643	17	1929
1930	266	704
1933	85	704
26	87	1934
1935	106	1936
1937	76	1938
1646	242	58
1941	25	1942
12	5	1943
1944	22	1945
1946	113	1947
1948	158	21
1953	24	55
1954	1	1530
1955	108	656
1958	95	572
1963	323	1964
1558	289	21
248	279	1597
275	108	1969
1970	141	1971
1973	1	1974
1977	201	560
176	33	1978
1979	101	378
1805	142	1873
1499	60	1185
1983	106	1984
1986	120	1987
1990	234	1991
1992	18	43
1993	289	21
2001	211	2002
2003	266	904
2004	208	21
2005	42	2006
325	20	2007
2008	141	2009
2010	188	2011
2012	18	43
2013	41	2014
1231	249	2016
1848	85	862
2018	55	146
2019	329	2020
2024	34	517
2025	145	1848
2030	74	21
2033	120	2034
2049	22	2050
2051	18	43
910	95	1458
973	332	21
2053	120	584
592	37	1032
2016	92	528
396	152	21
4	2	1561
2058	18	43
2059	54	925
2060	68	860
2064	0	421
2066	38	576
2070	252	1171
1055	333	1054
2073	1	778
2080	41	2081
2082	335	2083
1150	53	1273
888	17	2088
1478	252	1171
2089	336	491
2091	46	2092
2093	158	21
2094	58	2095
1860	230	362
1248	38	1389
756	42	370
2099	11	2100
2104	337	2105
934	338	2109
2113	38	2114
1258	33	2115
2116	3	2117
3	17	1032
2126	27	2126
2127	340	55
1437	164	2128
1349	341	2130
2131	342	223
2132	343	55
2134	344	2135
2138	8	1205
1855	53	2139
2143	85	2144
2149	219	539
2150	6	1565
2151	9	21
2152	76	2153
322	164	2154
511	143	510
1753	1	2155
2157	3	55
480	150	2159
1370	173	986
2160	125	21
377	60	1185
889	345	2115
2163	87	2164
1883	128	2165
2166	17	2167
920	42	2170
1160	250	2171
2172	86	2173
992	34	2174
2177	234	1221
1739	18	43
1994	135	21
2180	72	2149
2181	18	43
2182	141	2183
2184	20	2185
2186	54	23
2187	42	2188
451	25	96
1716	25	2189
528	209	2190
2192	18	43
2194	211	2195
2196	158	21
2197	123	21
2198	136	1386
2199	226	2200
2201	8	2202
1208	72	309
337	34	2212
14	6	2218
2221	87	2222
2225	225	2226
2228	287	2229
210	72	1924
2232	93	55
693	270	1485
2234	42	2235
2236	3	55
2237	18	43
2238	272	419
2239	41	2240
1352	51	2241
363	348	362
2243	53	2244
55	164	2245
497	37	2246
296	98	2251
2254	18	43
2256	133	21
2257	59	2258
2259	8	2260
2263	108	2264
2267	40	1582
540	201	2269
2270	350	2271
1927	129	2274
2275	38	964
950	17	2276
2280	37	2281
2132	95	1458
607	143	510
2282	37	2283
2287	351	1584
1427	288	21
223	352	2291
2292	353	2293
2294	18	43
2295	278	2128
391	276	546
2297	8	865
2298	70	2299
583	41	582
2300	6	1427
2301	51	2302
2307	92	270
2308	38	964
2311	354	2312
2313	44	2314
1628	8	2259
674	355	21
2318	176	2319
2323	95	2324
397	92	867
2327	206	2328
2331	138	21
964	40	1751
1205	8	2332
2333	18	43
2334	3	55
2336	8	2337
2340	356	385
2341	357	519
2342	20	2091
2269	80	2344
2345	358	2264
787	199	2346
2347	316	2348
2350	55	56
2353	1	2354
1816	168	2355
2356	39	2357
2360	25	2361
2362	345	2363
2364	41	2365
599	41	2366
2367	93	55
2369	42	2370
2371	46	2372
2373	40	2374
2376	1	2377
900	65	83
2378	340	1528
2379	360	2380
1003	128	2185
2382	17	2383
964	362	2384
1759	142	2387
2388	355	21
2390	133	21
862	20	1703
2393	363	2394
224	259	2395
2396	8	2397
2398	54	2399
2400	135	21
2401	41	2402
100	8	977
2404	1	2405
2406	95	509
2407	3	2408
2411	261	1242
2416	3	55
1595	365	2417
2376	60	827
2421	305	21
2422	272	419
1153	249	2425
2428	51	395
2431	1	2432
2435	24	55
2436	124	1008
2438	173	2439
2440	240	2441
2444	239	2445
2446	95	2447
2448	3	55
1374	34	2449
1806	1	2450
2451	104	2452
2453	210	2454
192	366	543
2460	367	1113
2461	356	385
2464	252	1171
2467	228	713
2470	175	1309
2471	17	47
2472	76	2473
2475	133	21
2476	1	2477
22	1	2480
2481	131	345
1214	42	1890
2487	25	2488
1280	2	2489
2493	3	1528
1116	38	2496
905	59	2498
2501	372	2502
2503	44	2504
2507	41	2508
2509	1	2510
1978	17	176
2512	373	2513
2518	208	21
2519	70	973
1051	6	2520
828	1	2523
2524	38	2114
556	75	2525
2527	124	387
2528	53	2529
2530	20	2531
2532	17	2533
1843	240	2534
1756	17	2536
468	12	2539
2542	38	2543
2546	85	2547
2550	124	1425
2551	68	2552
2556	356	959
1569	301	1612
234	286	1171
2088	376	2562
1818	175	1817
2563	6	2520
2566	41	1784
2575	142	2576
1803	176	2319
2581	143	510
810	3	55
453	81	2582
2585	173	1238
2587	34	2043
1520	38	2526
2588	364	2589
2591	180	519
882	175	30
2592	46	985
1756	94	851
2595	8	2596
2602	268	1543
2603	23	2182
1702	37	2604
418	24	1591
2605	6	15
2606	215	221
2608	22	2609
2610	30	2611
2612	136	60
2616	55	96
192	51	1324
2620	124	1666
2621	325	1728
2622	168	1543
2100	37	856
1518	6	2218
1293	38	576
687	249	2624
2625	345	1924
2258	8	1887
55	164	388
1889	41	2641
2642	266	2643
2644	33	2645
2646	33	2647
2650	380	2651
2652	226	2453
2653	41	1473
2656	231	69
192	51	2657
2658	93	55
2659	355	21
2660	3	1528
2662	7	2663
2664	174	2665
2666	382	55
2199	122	2200
2667	1	2668
466	291	1549
2671	234	2672
2679	23	417
1054	238	1310
2680	1	2681
2688	288	21
2691	364	2692
526	47	1382
631	126	2695
2164	46	2696
2699	131	2700
2703	45	108
2704	385	2539
2705	93	55
382	124	1666
2706	274	2707
1674	42	1675
2711	387	21
2712	137	1483
2713	266	2547
2714	388	1854
1984	164	2715
2716	91	2717
2718	22	2719
2236	87	2721
1855	388	1854
2727	47	2728
2729	18	43
2732	389	2733
1280	2	2647
1009	18	43
2735	8	2736
2012	8	2738
2739	210	2740
2741	42	2742
2743	1	1372
588	164	2745
2747	41	2311
1489	6	1565
2750	390	787
2752	8	429
1012	7	343
2627	95	337
2097	33	756
1225	29	21
2757	19	1996
2758	18	43
2759	392	223
2760	18	43
2763	322	347
2764	138	21
2765	17	2766
254	34	253
2769	52	21
2771	40	2772
525	74	21
682	68	2775
1599	53	2778
1521	40	2732
1909	139	2779
2780	42	2781
2782	34	1712
2786	322	347
2787	104	2092
2791	133	21
1602	2	2793
2797	394	21
424	41	2800
2801	41	39
2192	1	1943
866	101	1686
2805	123	21
735	262	1704
2807	41	1181
747	0	2808
2810	18	43
2811	113	1231
2813	40	2814
2819	204	2820
2821	51	2822
2823	270	343
2827	173	2439
2828	266	2829
2831	395	2828
1916	51	2833
2479	396	2095
211	6	1267
66	143	480
2835	18	43
1478	397	1609
2840	399	964
2841	11	2842
2843	57	2844
1910	175	2845
2847	52	21
2362	46	854
2851	226	930
2852	167	599
2853	46	2854
2856	222	78
2857	18	43
1068	95	254
2859	400	2860
2861	4	2862
1890	282	2380
2863	18	43
2864	37	2865
2866	111	2867
2868	401	2225
2869	144	2870
2652	188	2453
2871	402	2271
2872	8	2803
2873	42	2167
2876	173	902
2877	164	2128
658	101	659
2883	133	21
2884	403	2885
2676	222	2589
2886	123	21
299	3	55
2889	120	1218
2893	224	2894
1614	404	2895
2896	18	43
2897	1	2898
2901	136	2902
2904	406	2905
1756	87	2906
2907	173	2908
2910	74	21
2912	9	21
724	95	2184
2915	30	1008
767	60	827
2918	407	2919
1682	75	2922
1015	93	55
2923	7	769
2927	54	687
2928	110	1543
2929	69	2930
2271	408	2931
2933	399	1521
1997	344	2134
2935	201	2269
2936	131	2002
1258	108	1754
2944	409	55
1686	244	2946
2276	41	93
14	136	2643
2947	95	2948
904	20	2212
2954	18	43
2955	38	964
2657	16	2956
2960	16	1531
2962	17	2963
2966	267	2967
2968	108	2563
2971	30	1008
2968	108	640
1303	47	2974
2298	70	2975
2977	33	2005
2978	412	2979
350	413	921
2983	33	1287
2984	18	43
1277	8	1068
2990	131	2991
724	18	43
1742	2	2992
2995	135	21
221	386	2997
1633	65	1623
3003	95	2782
3007	131	687
3010	416	21
2895	225	1149
1100	103	1881
464	33	3016
1833	37	3018
1059	7	343
3019	256	3020
1968	196	885
3022	158	21
683	55	3024
1498	417	3025
3027	239	3028
3031	418	1452
3036	419	2327
2800	41	3038
3039	89	3040
3042	17	3043
3044	3	55
603	18	43
1165	41	1806
2476	33	3050
3051	83	729
3052	126	1238
1456	34	1493
3056	6	2520
3059	135	21
362	128	3060
3064	85	2530
1373	11	1080
1533	420	738
2651	421	2711
3068	216	55
3070	89	3071
3072	156	3073
3074	25	1365
805	261	1242
531	137	2870
3080	113	2195
2741	0	3081
3084	70	3085
1059	136	1058
3086	422	3087
3089	17	3090
3093	25	3094
3095	85	2547
576	40	3099
3101	38	3102
586	423	3105
2669	95	2587
1751	144	2706
2867	76	3108
3109	282	1702
3110	139	3111
272	164	3112
712	288	21
3114	196	310
2260	41	1263
3117	33	83
3118	40	3119
1612	312	2425
491	206	921
3123	16	1877
3125	336	3126
3127	95	1602
1070	54	420
3060	46	3128
2195	427	3130
3131	52	21
3134	317	3135
2293	428	2292
186	89	3029
3138	430	3139
930	139	2851
3089	266	704
2243	53	970
1397	68	1551
3146	305	21
3162	44	2796
417	141	1659
1593	317	3166
3167	8	3168
2589	128	3169
3170	339	1177
3172	434	3173
3174	8	395
3175	38	3176
3177	16	3178
2742	120	2741
576	40	2928
3182	135	21
3186	189	735
353	55	1268
894	435	893
362	200	1067
3191	85	3192
3195	276	3196
2184	34	3199
3137	436	3200
44	412	1749
583	33	3201
3204	173	149
1054	238	3209
1553	76	1703
2894	126	627
2665	278	3178
3217	9	21
3218	173	803
3219	237	3220
1924	219	2964
775	93	55
3221	133	21
2310	15	3223
3224	18	43
3225	141	2003
3226	18	43
1783	33	3227
3228	187	3229
1852	37	245
3232	399	3233
3234	167	1258
109	41	3237
3238	33	848
268	91	3239
212	69	3240
2201	437	3241
3242	57	3243
3143	431	3245
3246	326	3247
3248	438	1533
3249	85	2447
577	164	3254
3036	130	2327
3110	223	3111
259	336	491
390	18	43
3256	128	2814
3257	30	1008
509	34	3259
3268	9	21
3269	276	796
3089	94	3270
1971	393	3271
3274	222	362
3275	22	3276
3277	40	3189
3278	288	21
3279	93	55
3280	101	3281
1814	33	3282
2269	80	3284
3285	3	55
3286	18	43
3287	167	599
2086	29	21
2308	25	2967
3293	439	1758
235	82	351
27	141	1475
3294	1	3295
3299	191	3300
1881	62	778
1099	93	55
3301	440	3302
3304	54	3305
1080	17	3308
2131	55	941
3309	130	1171
2858	18	43
2929	131	1636
2254	41	2807
315	95	1058
3312	350	1533
2778	324	1599
2833	267	3313
1706	79	1905
1133	391	858
2116	136	1279
3319	4	3320
3321	222	2589
3325	8	3326
1875	126	3327
520	29	21
3332	33	3333
3334	241	1084
18	8	1566
1244	80	1484
3335	85	1821
3336	99	3337
3338	96	385
3339	17	3340
1162	69	3341
3342	41	793
1776	20	3347
3348	106	1437
2083	189	735
2323	85	1742
2510	442	3293
3350	76	1696
1289	83	3351
1852	17	3352
3358	68	446
756	0	289
3361	133	21
3363	173	3364
798	17	1893
3369	74	21
3370	41	3371
3372	270	417
83	160	3216
484	79	1608
2868	443	2175
3375	444	893
3376	41	3081
743	41	3378
2822	41	3379
687	69	3382
3383	445	55
2480	446	252
3387	171	3299
3388	76	3389
742	93	55
149	224	1283
3393	17	3394
2172	41	3396
3397	68	3398
3399	18	43
1673	421	2225
998	89	206
2178	16	3402
1855	448	1427
1546	142	3403
3404	59	3405
3406	2	3407
2298	70	1639
2761	201	2269
3414	6	1565
3416	51	3417
3420	137	460
3100	60	827
259	124	1008
3421	314	473
2727	47	3422
1458	34	3423
3426	23	2008
544	201	891
709	4	3427
3428	17	1225
1599	448	721
732	141	3430
2256	37	3431
3432	41	3433
1043	54	2251
1151	150	3434
3435	286	1171
1816	168	3436
1300	1	1005
2284	417	3438
3439	317	2149
3440	400	3441
1636	249	3442
285	41	286
1412	47	3445
3447	266	1869
212	451	2693
3450	42	1576
2589	128	3452
1238	224	3453
3454	1	3455
3456	74	21
1224	452	3457
144	76	3461
2464	130	407
3463	8	3464
117	454	55
3465	95	1280
3466	42	3467
1533	420	669
3469	214	268
3470	34	139
412	1	1701
1755	409	55
2931	455	2271
16	0	2012
1542	290	270
2598	54	646
1716	25	2676
3471	41	2729
3473	17	3474
2822	68	956
2637	18	43
1015	41	283
2243	380	2513
1799	8	3432
83	201	229
30	139	3477
3480	17	89
454	307	407
3481	61	1803
3482	1	3483
190	201	891
1790	37	636
197	16	3485
966	249	1569
3494	47	3495
2484	8	2507
3187	54	144
3498	126	1238
3501	6	2520
785	1	73
1005	6	2218
3467	46	373
1118	1	3505
1159	19	773
164	183	695
3508	4	3509
1970	141	1586
2803	8	1167
2926	18	43
3514	8	1904
3519	99	3
3520	192	3521
3522	461	3523
3524	18	43
3525	125	21
27	141	1288
52	17	3527
3528	445	55
3529	133	21
3530	142	2546
3532	1	1031
2011	210	2010
3533	302	3534
3536	55	3537
3542	17	3543
3548	95	3549
125	8	124
3178	462	3552
3312	130	2271
56	55	451
599	11	3555
376	86	3556
3557	99	1240
3558	247	897
3559	128	3560
3561	164	741
2469	463	55
9	318	3117
2321	124	1425
3568	131	2520
2822	68	3569
3347	41	3570
3571	96	385
3536	19	3537
3572	234	2672
3573	93	55
491	166	3574
3575	355	21
2095	464	3576
30	139	31
1533	206	3578
3579	175	972
1062	34	3580
3581	6	15
3584	123	21
2523	3	1528
3587	131	2811
2437	41	371
3588	16	3402
3589	76	3590
333	44	3591
3594	106	1936
3096	9	21
900	2	658
3595	208	385
2296	92	687
2962	3	55
798	17	3600
373	136	1831
3602	175	3603
1853	44	2525
3604	46	373
3140	17	3605
2271	408	3012
3612	173	2920
2861	468	380
2187	469	2188
846	133	21
3614	409	55
3617	1	3618
3619	17	1637
3603	210	3366
1062	65	1120
3625	7	272
3237	1	1461
2161	46	3073
3628	38	3629
3631	60	827
157	52	21
3634	3	55
3635	470	3373
1198	69	3636
432	54	3639
1933	54	3641
2163	240	3642
2402	390	3643
3644	6	1266
102	168	903
3646	125	21
2252	1	209
3282	219	3650
473	429	2319
2909	168	3652
2602	268	1544
593	166	3656
2531	85	2530
3658	86	2681
1012	240	2357
3659	16	2245
3660	311	3661
3662	33	3056
3254	106	322
3663	37	3664
917	55	3666
3667	350	2271
955	90	3597
1141	25	608
3473	101	3474
2560	22	1049
3670	34	2507
3673	27	3673
3521	41	3675
3678	94	3679
2519	70	1046
3683	252	407
60	2	1285
2502	214	268
3684	306	1651
835	6	1565
2879	108	3687
480	163	3104
3690	18	43
1142	176	3384
3691	71	3441
1558	322	1441
3698	4	2862
164	183	3699
3700	288	21
1275	17	3701
2165	222	1883
3702	3	55
862	34	3703
480	150	3704
425	1	3705
900	2	3201
279	20	2376
2544	164	3708
3709	60	827
3710	168	1382
3711	174	634
3712	11	3713
3714	17	1534
1827	151	1670
3716	74	21
193	9	21
3717	135	21
3718	18	43
3719	41	3720
3721	120	1658
3724	16	3708
4	65	3725
3726	133	21
3727	62	2603
1323	69	3728
3729	201	2269
583	72	2475
1458	34	2404
1475	136	1580
1701	7	343
3731	208	21
1639	171	3299
3736	42	3737
3738	34	3739
3740	288	21
3741	139	3742
872	188	3745
3750	106	3561
3751	38	3752
456	42	3753
3755	41	3756
3230	34	3757
256	17	1710
1864	4	113
2663	196	1102
3766	59	3767
3543	377	1726
233	206	3309
318	3	1528
3772	2	3773
3775	30	3776
3777	358	2264
3778	41	3779
427	101	3780
431	10	3781
3782	47	3347
3784	306	1651
3049	41	1126
3785	46	311
3786	17	1802
3787	69	3788
3789	37	2927
1415	266	1280
3790	214	3791
3792	305	21
3793	286	407
2280	219	3794
3636	22	2371
2957	38	91
3467	182	1903
678	40	3800
1240	266	904
1623	23	3801
2760	95	934
1595	58	3803
230	6	2225
3729	474	1266
3807	173	1238
27	141	1701
416	41	2499
3808	210	3809
3810	24	55
3811	87	3812
1114	384	1565
1844	41	3813
2547	34	2546
991	394	21
3815	41	3816
3820	33	3821
3821	37	3822
1973	95	2338
3826	11	3166
2087	127	21
2435	476	3828
1954	41	3831
3832	60	2733
3073	167	3833
78	128	3834
691	354	3178
3837	124	1425
3838	6	519
3839	74	21
1891	40	228
3840	106	55
3048	478	296
3841	8	253
384	356	385
3273	133	21
3845	52	21
149	59	2731
3847	18	43
1700	116	1569
2376	33	2377
1835	60	2733
3023	176	3854
2495	133	385
405	41	1318
3855	41	3856
1106	60	3857
593	166	3858
599	33	598
3864	38	2114
2278	1	3866
3867	153	3708
3273	17	3868
3674	479	3872
3873	72	1926
2621	38	3247
656	133	21
3875	141	3876
1734	480	2506
3879	74	21
2298	70	3882
3884	17	3885
3886	33	1930
900	2	3889
2149	266	900
3532	71	3892
327	221	3894
1013	94	1350
3897	55	3898
3900	18	43
3901	1	3902
3903	188	871
3904	60	827
3306	3	55
2980	18	43
2402	56	3907
670	22	3304
2807	8	3908
1702	37	2332
1200	136	862
773	4	3915
3916	216	3917
3918	30	1425
8	56	804
3540	54	1153
1213	80	3920
790	133	21
3923	34	3592
984	381	2109
1840	1	40
206	17	2626
575	57	1593
3924	94	702
1472	136	160
3310	25	954
3927	482	2833
3356	52	21
599	11	3928
2631	59	3929
976	68	1916
480	150	741
3705	17	1929
3935	135	21
3937	173	2257
2803	8	1933
3941	41	286
1166	41	2803
322	164	3945
288	18	43
3946	33	2828
934	34	2339
3948	180	519
3949	222	362
3950	349	1582
3952	1	3953
1936	164	3708
3839	52	21
212	485	35
3954	101	582
3955	76	1337
1093	59	3956
1331	68	1190
113	44	2567
1482	137	3958
3959	394	21
962	5	3960
1135	40	3961
592	160	3962
2218	295	2714
3963	305	21
1268	486	3806
2235	33	3964
2930	487	3186
1822	354	677
3967	3	55
3561	164	465
2095	378	513
3969	17	3970
1412	47	3971
519	69	3972
893	83	3974
3978	427	3130
3923	34	3379
526	47	3979
3982	6	1565
2221	101	2222
3984	25	1366
3603	223	1358
3199	18	43
1756	136	3406
2498	18	43
3155	19	3990
3991	68	3992
2508	41	2507
1444	18	43
1716	25	377
806	41	1844
638	30	1008
4002	1	240
3718	168	1945
2692	489	2691
448	2	4005
4007	55	4008
4009	183	1599
519	69	2591
1633	20	4012
2741	37	4013
3143	8	4014
419	132	4015
638	179	43
393	59	1126
4018	388	970
134	490	4020
4021	76	4022
827	491	4023
2235	99	302
343	141	727
4025	41	4026
478	18	43
